HP:0000002	Abnormality of body height	height|abnorm|bodi
HP:0100079	Cone-shaped epiphyses of the 5th toe	5th|epiphys|toe|cone-shap
HP:0100080	Enlarged epiphyses of the 5th toe	5th|epiphys|enlarg|toe
HP:0100081	Fragmentation of the epiphyses of the 5th toe	5th|fragment|epiphys|toe
HP:0100082	Irregular epiphyses of the 5th toe	5th|epiphys|irregular|toe
HP:0100083	Ivory epiphyses of the 5th toe	5th|epiphys|toe|ivori
HP:0100084	Pseudoepiphyses of the 5th toe	5th|pseudoepiphys|toe
HP:0100085	Small epiphyses of the 5th toe	5th|epiphys|small|toe
HP:0100086	Stippling of the epiphyses of the 5th toe	5th|epiphys|toe|stippl
HP:0100087	Triangular epiphyses of the 5th toe	5th|epiphys|triangular|toe
HP:0100088	Abnormality of the epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|abnorm|toe|phalanx
HP:0100089	Abnormality of the epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|abnorm|toe|phalanx
HP:0100090	Abnormality of the epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|abnorm|toe|phalanx
HP:0100091	Abnormality of the epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|abnorm|toe|phalanx
HP:0100092	Abnormality of the epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|abnorm|toe|phalanx
HP:0100093	Abnormality of the epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|abnorm|toe|phalanx
HP:0100094	Abnormality of the epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|phalanx|abnorm
HP:0100095	Abnormality of the epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|phalanx|abnorm
HP:0100096	Abnormality of the epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|phalanx|abnorm
HP:0100097	Abnormality of the epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|phalanx|abnorm
HP:0100098	Abnormality of the epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|phalanx|abnorm
HP:0100099	Abnormality of the epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|phalanx|abnorm
HP:0100100	Absent epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|absent|toe|phalanx
HP:0100101	Bracket epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|toe|bracket|phalanx
HP:0100102	Cone-shaped epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|toe|cone-shap|phalanx
HP:0100103	Enlarged epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|enlarg|toe|phalanx
HP:0100104	Fragmentation of the epiphysis of the distal phalanx of the 2nd toe	epiphysi|fragment|distal|toe|phalanx
HP:0100105	Irregular epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|irregular|toe|phalanx
HP:0100106	Ivory epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|phalanx|toe|ivori
HP:0100107	Pseudoepiphysis of the distal phalanx of the 2nd toe	distal|toe|pseudoepiphysi|phalanx
HP:0100108	Small epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|small|toe|phalanx
HP:0100109	Stippling of the epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|phalanx|toe|stippl
HP:0100110	Triangular epiphysis of the distal phalanx of the 2nd toe	epiphysi|distal|triangular|toe|phalanx
HP:0100111	Absent epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|absent|toe|phalanx
HP:0100112	Bracket epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|toe|bracket|phalanx
HP:0100113	Cone-shaped epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|toe|cone-shap|phalanx
HP:0100114	Enlarged epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|enlarg|toe|phalanx
HP:0100115	Fragmentation of the epiphysis of the middle phalanx of the 2nd toe	epiphysi|fragment|middl|toe|phalanx
HP:0100116	Irregular epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|irregular|toe|phalanx
HP:0100117	Ivory epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|phalanx|toe|ivori
HP:0100118	Pseudoepiphysis of the middle phalanx of the 2nd toe	middl|toe|pseudoepiphysi|phalanx
HP:0100119	Small epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|small|toe|phalanx
HP:0100120	Stippling of the epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|phalanx|toe|stippl
HP:0100121	Triangular epiphysis of the middle phalanx of the 2nd toe	epiphysi|middl|triangular|toe|phalanx
HP:0100122	Absent epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|absent|toe|phalanx
HP:0100123	Bracket epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|toe|bracket|phalanx
HP:0100124	Cone-shaped epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|toe|cone-shap|phalanx
HP:0100125	Enlarged epiphysis of the proximal phalanx of the 2nd toe	epiphysi|enlarg|proxim|toe|phalanx
HP:0100126	Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe	epiphysi|fragment|proxim|toe|phalanx
HP:0100127	Irregular epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|irregular|toe|phalanx
HP:0100128	Ivory epiphysis of the proximal phalanx of the 2nd toe	epiphysi|phalanx|proxim|toe|ivori
HP:0100129	Pseudoepiphysis of the proximal phalanx of the 2nd toe	proxim|toe|pseudoepiphysi|phalanx
HP:0100130	Small epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|small|toe|phalanx
HP:0100131	Stippling of the epiphysis of the proximal phalanx of the 2nd toe	epiphysi|phalanx|proxim|toe|stippl
HP:0100132	Triangular epiphysis of the proximal phalanx of the 2nd toe	epiphysi|proxim|triangular|toe|phalanx
HP:0100133	Abnormality of the pubic hair	pubic|abnorm|hair
HP:0100134	Abnormality of the axillary hair	abnorm|hair|axillari
HP:0100135	Absent epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|absent|toe|phalanx
HP:0100136	Bracket epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|toe|bracket|phalanx
HP:0100137	Cone-shaped epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|toe|cone-shap|phalanx
HP:0100138	Enlarged epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|enlarg|toe|phalanx
HP:0100139	Fragmentation of the epiphysis of the distal phalanx of the 3rd toe	epiphysi|fragment|distal|toe|phalanx
HP:0100140	Irregular epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|irregular|toe|phalanx
HP:0100141	Ivory epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|phalanx|toe|ivori
HP:0100142	Pseudoepiphysis of the distal phalanx of the 3rd toe	distal|toe|pseudoepiphysi|phalanx
HP:0100143	Small epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|small|toe|phalanx
HP:0100144	Stippling of the epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|phalanx|toe|stippl
HP:0100145	Triangular epiphysis of the distal phalanx of the 3rd toe	epiphysi|distal|triangular|toe|phalanx
HP:0100146	Absent epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|absent|toe|phalanx
HP:0100147	Bracket epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|toe|bracket|phalanx
HP:0100148	Cone-shaped epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|toe|cone-shap|phalanx
HP:0100149	Enlarged epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|enlarg|toe|phalanx
HP:0100150	Fragmentation of the epiphysis of the middle phalanx of the 3rd toe	epiphysi|fragment|middl|toe|phalanx
HP:0100151	Irregular epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|irregular|toe|phalanx
HP:0100152	Ivory epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|phalanx|toe|ivori
HP:0100153	Pseudoepiphysis of the middle phalanx of the 3rd toe	middl|toe|pseudoepiphysi|phalanx
HP:0100154	Small epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|small|toe|phalanx
HP:0100155	Stippling of the epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|phalanx|toe|stippl
HP:0100156	Triangular epiphysis of the middle phalanx of the 3rd toe	epiphysi|middl|triangular|toe|phalanx
HP:0100157	Absent epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|absent|toe|phalanx
HP:0100158	Bracket epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|toe|bracket|phalanx
HP:0100159	Cone-shaped epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|toe|cone-shap|phalanx
HP:0100160	Enlarged epiphysis of the proximal phalanx of the 3rd toe	epiphysi|enlarg|proxim|toe|phalanx
HP:0100161	Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe	epiphysi|fragment|proxim|toe|phalanx
HP:0100162	Irregular epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|irregular|toe|phalanx
HP:0100163	Ivory epiphysis of the proximal phalanx of the 3rd toe	epiphysi|phalanx|proxim|toe|ivori
HP:0100164	Pseudoepiphysis of the proximal phalanx of the 3rd toe	proxim|toe|pseudoepiphysi|phalanx
HP:0100165	Small epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|small|toe|phalanx
HP:0100166	Stippling of the epiphysis of the proximal phalanx of the 3rd toe	epiphysi|phalanx|proxim|toe|stippl
HP:0100167	Triangular epiphysis of the proximal phalanx of the 3rd toe	epiphysi|proxim|triangular|toe|phalanx
HP:0100168	Fragmented epiphyses	fragment|epiphys
HP:0100169	Absent epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|absent|toe|4th|phalanx
HP:0100170	Bracket epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|bracket|phalanx
HP:0100171	Cone-shaped epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|cone-shap|phalanx
HP:0100172	Enlarged epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|phalanx|enlarg
HP:0100173	Fragmentation of the epiphysis of the distal phalanx of the 4th toe	epiphysi|fragment|distal|toe|4th|phalanx
HP:0100174	Irregular epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|irregular|toe|4th|phalanx
HP:0100175	Ivory epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|phalanx|ivori
HP:0100176	Pseudoepiphysis of the distal phalanx of the 4th toe	4th|distal|toe|pseudoepiphysi|phalanx
HP:0100177	Small epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|phalanx|small
HP:0100178	Stippling of the epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|toe|4th|phalanx|stippl
HP:0100179	Triangular epiphysis of the distal phalanx of the 4th toe	epiphysi|distal|triangular|toe|4th|phalanx
HP:0100180	Absent epiphysis of the middle phalanx of the 4th toe	epiphysi|absent|toe|4th|middl|phalanx
HP:0100181	Bracket epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|bracket|phalanx
HP:0100182	Cone-shaped epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|cone-shap|phalanx
HP:0100183	Enlarged epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|phalanx|enlarg
HP:0100184	Fragmentation of the epiphysis of the middle phalanx of the 4th toe	epiphysi|fragment|toe|4th|middl|phalanx
HP:0100185	Irregular epiphysis of the middle phalanx of the 4th toe	epiphysi|irregular|toe|4th|middl|phalanx
HP:0100186	Ivory epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|phalanx|ivori
HP:0100187	Pseudoepiphysis of the middle phalanx of the 4th toe	4th|middl|toe|pseudoepiphysi|phalanx
HP:0100188	Small epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|phalanx|small
HP:0100189	Stippling of the epiphysis of the middle phalanx of the 4th toe	epiphysi|toe|4th|middl|phalanx|stippl
HP:0100190	Triangular epiphysis of the middle phalanx of the 4th toe	epiphysi|triangular|toe|4th|middl|phalanx
HP:0100191	Absent epiphysis of the proximal phalanx of the 4th toe	epiphysi|absent|toe|4th|proxim|phalanx
HP:0100192	Bracket epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|bracket|phalanx
HP:0100193	Cone-shaped epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|cone-shap|phalanx
HP:0100194	Enlarged epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|phalanx|enlarg
HP:0100195	Fragmentation of the epiphysis of the proximal phalanx of the 4th toe	epiphysi|fragment|toe|4th|proxim|phalanx
HP:0100196	Irregular epiphysis of the proximal phalanx of the 4th toe	epiphysi|irregular|toe|4th|proxim|phalanx
HP:0100197	Ivory epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|phalanx|ivori
HP:0100198	Pseudoepiphysis of the proximal phalanx of the 4th toe	4th|proxim|toe|pseudoepiphysi|phalanx
HP:0100199	Small epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|phalanx|small
HP:0100200	Stippling of the epiphysis of the proximal phalanx of the 4th toe	epiphysi|toe|4th|proxim|phalanx|stippl
HP:0100201	Triangular epiphysis of the proximal phalanx of the 4th toe	epiphysi|triangular|toe|4th|proxim|phalanx
HP:0100202	Absent epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|absent|toe|5th|phalanx
HP:0100203	Bracket epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|bracket|phalanx
HP:0100204	Cone-shaped epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|cone-shap|phalanx
HP:0100205	Enlarged epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|phalanx|enlarg
HP:0100206	Fragmentation of the epiphysis of the distal phalanx of the 5th toe	epiphysi|fragment|distal|toe|5th|phalanx
HP:0100207	Irregular epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|irregular|toe|5th|phalanx
HP:0100208	Ivory epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|phalanx|ivori
HP:0100209	Pseudoepiphysis of the distal phalanx of the 5th toe	5th|distal|toe|pseudoepiphysi|phalanx
HP:0100210	Small epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|phalanx|small
HP:0100211	Stippling of the epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|toe|5th|phalanx|stippl
HP:0100212	Triangular epiphysis of the distal phalanx of the 5th toe	epiphysi|distal|triangular|toe|5th|phalanx
HP:0100213	Absent epiphysis of the middle phalanx of the 5th toe	epiphysi|absent|toe|5th|middl|phalanx
HP:0100214	Bracket epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|bracket|phalanx
HP:0100215	Cone-shaped epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|cone-shap|phalanx
HP:0100216	Enlarged epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|phalanx|enlarg
HP:0100217	Fragmentation of the epiphysis of the middle phalanx of the 5th toe	epiphysi|fragment|toe|5th|middl|phalanx
HP:0100218	Irregular epiphysis of the middle phalanx of the 5th toe	epiphysi|irregular|toe|5th|middl|phalanx
HP:0100219	Ivory epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|phalanx|ivori
HP:0100220	Pseudoepiphysis of the middle phalanx of the 5th toe	5th|middl|toe|pseudoepiphysi|phalanx
HP:0100221	Small epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|phalanx|small
HP:0100222	Stippling of the epiphysis of the middle phalanx of the 5th toe	epiphysi|toe|5th|middl|phalanx|stippl
HP:0100223	Triangular epiphysis of the middle phalanx of the 5th toe	epiphysi|triangular|toe|5th|middl|phalanx
HP:0100224	Absent epiphysis of the proximal phalanx of the 5th toe	epiphysi|absent|toe|5th|proxim|phalanx
HP:0100225	Bracket epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|bracket|phalanx
HP:0100226	Cone-shaped epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|cone-shap|phalanx
HP:0100227	Enlarged epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|phalanx|enlarg
HP:0100228	Fragmentation of the epiphysis of the proximal phalanx of the 5th toe	epiphysi|fragment|toe|5th|proxim|phalanx
HP:0100229	Irregular epiphysis of the proximal phalanx of the 5th toe	epiphysi|irregular|toe|5th|proxim|phalanx
HP:0100230	Ivory epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|phalanx|ivori
HP:0100231	Pseudoepiphysis of the proximal phalanx of the 5th toe	5th|proxim|toe|pseudoepiphysi|phalanx
HP:0100232	Small epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|phalanx|small
HP:0100233	Stippling of the epiphysis of the proximal phalanx of the 5th toe	epiphysi|toe|5th|proxim|phalanx|stippl
HP:0100234	Triangular epiphysis of the proximal phalanx of the 5th toe	epiphysi|triangular|toe|5th|proxim|phalanx
HP:0100235	Synostosis involving bones of the toes	synostosi|involv|bone|toe
HP:0100237	Proximal symphalangism (feet)	symphalang|feet|proxim
HP:0100238	Synostosis involving bones of the upper limbs	synostosi|involv|bone|upper|limb
HP:0100240	Synostosis of joints	synostosi|joint
HP:0100241	Ectopic respiratory mucosa	ectop|respiratori|mucosa
HP:0100242	Sarcoma	sarcoma
HP:0100243	Leiomyosarcoma	leiomyosarcoma
HP:0100244	Fibrosarcoma	fibrosarcoma
HP:0100245	Desmoid tumors	desmoid|tumor
HP:0100246	Osteoma	osteoma
HP:0100247	Recurrent singultus	recurr|singultus
HP:0100248	Hemiballismus	hemiballismus
HP:0100249	Calcification of muscles	muscl|calcif
HP:0100250	Meningeal calcification	mening|calcif
HP:0100251	Lipomas of the central neryous system	system|central|lipoma|neryous
HP:0100252	Diaphyseal dysplasia	diaphys|dysplasia
HP:0100253	Abnormality of the medullary cavity of the long bones	medullari|abnorm|caviti|long|bone
HP:0100254	Stenosis of the medullary cavity of the long bones	medullari|long|caviti|bone|stenosi
HP:0100255	Metaphyseal dysplasia	metaphys|dysplasia
HP:0100256	Senile plaques	plaqu|senil
HP:0100257	Ectrodactyly	ectrodactyly
HP:0100258	Preaxial polydactyly	preaxial|polydactyli
HP:0100259	Postaxial polydactyly	polydactyli|postaxi
HP:0100260	Mesoaxial polydactyly	mesoaxi|polydactyli
HP:0100261	Abnormal tendon morphology	tendon|abnorm|morpholog
HP:0100262	Synostosis involving digits	synostosi|involv|digit
HP:0100263	Distal symphalangism	symphalang|distal
HP:0100264	Proximal symphalangism	symphalang|proxim
HP:0100265	Synostosis of metacarpals/metatarsals	metacarp|synostosi|metatars
HP:0100266	Synostosis of carpals/tarsals	carpal|synostosi|tarsal
HP:0100267	Lip pit	pit|lip
HP:0100268	Upper lip pit	pit|upper|lip
HP:0100269	Paramedian lip pit	pit|lip|paramedian
HP:0100270	Abnormality of dorsoventral patterning of the limbs	pattern|abnorm|dorsoventr|limb
HP:0100271	Hyponasal speech	hyponas|speech
HP:0100272	Branchial sinus	sinus|branchial
HP:0100273	Neoplasm of the colon	neoplasm|colon
HP:0100274	Gustatory lacrimation	gustatori|lacrim
