OMIM:264800	PSEUDOXANTHOMA ELASTICUM|^|PXE	GRONBLAD STRANDBERG SYNDROME
OMIM:208050	ARTERIAL TORTUOSITY SYNDROME|^|ATS	ARTERIAL TORTUOSITY
OMIM:109650	BEHCET SYNDROME	BEHCET DISEASE|^|BD
OMIM:611390	SPASTIC ATAXIA 3 AUTOSOMAL RECESSIVE|^|SPAX3	
OMIM:603776	HYPERCHOLESTEROLEMIA AUTOSOMAL DOMINANT 3|^|HCHOLA3	FH3
OMIM:119000	CLEFT CHIN	CHIN DIMPLE
OMIM:265000	MULTIPLE PTERYGIUM SYNDROME ESCOBAR VARIANT|^|EVMPS	ESCOBAR SYNDROME|^|MULTIPLE PTERYGIUM SYNDROME NONLETHAL TYPE|^|PTERYGIUM SYNDROME|^|MULTIPLE PTERYGIUM SYNDROME|^|PTERYGIUM COLLI SYNDROME|^|PTERYGIUM UNIVERSALE
OMIM:610279	PACHYGYRIA FRONTOTEMPORAL	
OMIM:137440	GERSTMANN STRAUSSLER DISEASE|^|GSD	ENCEPHALOPATHY SUBACUTE SPONGIFORM GERSTMANN STRAUSSLER TYPE|^|GERSTMANN STRAUSSLER SCHEINKER DISEASE|^|GSS|^|CEREBELLAR ATAXIA PROGRESSIVE DEMENTIA AND AMYLOID DEPOSITS IN CNS|^|AMYLOIDOSIS CEREBRAL WITH SPONGIFORM ENCEPHALOPATHY|^|PRION DEMENTIA
OMIM:400021	LYMPHOMA HODGKIN Y LINKED PSEUDOAUTOSOMAL	HODGKIN DISEASE Y LINKED PSEUDOAUTOSOMAL
OMIM:614594	PALMOPLANTAR KERATODERMA MUTILATING WITH PERIORIFICIAL KERATOTIC PLAQUES	OLMSTED SYNDROME|^|OLMS
OMIM:614595	PREECLAMPSIA ECLAMPSIA 5|^|PEE5	
OMIM:614592	BENT BONE DYSPLASIA SYNDROME|^|BBDS	
OMIM:614590	PODOCONIOSIS SUSCEPTIBILITY TO|^|PDCOS	NONFILARIAL ELEPHANTIASIS OF LOWER LEGS SUSCEPTIBILITY TO|^|ENDEMIC NONFILARIAL ELEPHANTIASIS SUSCEPTIBILITY TO|^|LYMPHOSTATIC VERRUCOSIS SUSCEPTIBILITY TO
OMIM:214900	CHOLESTASIS LYMPHEDEMA SYNDROME	CHLS|^|AAGENAES SYNDROME|^|LCS|^|LCS1
OMIM:609813	SPONDYLOCOSTAL DYSOSTOSIS 3 AUTOSOMAL RECESSIVE|^|SCDO3	
OMIM:609812	MATURITY ONSET DIABETES OF THE YOUNG TYPE 8 WITH EXOCRINE DYSFUNCTION|^|MODY8	DIABETES AND PANCREATIC EXOCRINE DYSFUNCTION|^|DPED|^|DIABETES PANCREATIC EXOCRINE DYSFUNCTION SYNDROME
OMIM:609815	ZYGODACTYLY 1	ZD1
OMIM:300448	ALPHA THALASSEMIA MYELODYSPLASIA SYNDROME|^|ATMDS	HEMOGLOBIN H DISEASE ACQUIRED
OMIM:609817	VASCULITIS LYMPHOCYTIC CUTANEOUS SMALL VESSEL	
OMIM:216550	COHEN SYNDROME|^|COH1	COH|^|HYPOTONIA OBESITY AND PROMINENT INCISORS|^|PEPPER SYNDROME|^|CHS1 FORMERLY
OMIM:614373	AMYOTROPHIC LATERAL SCLEROSIS 16 JUVENILE|^|ALS16	
OMIM:614370	SURFACTANT METABOLISM DYSFUNCTION PULMONARY 5|^|SMDP5	
OMIM:614371	DENGUE VIRUS SUSCEPTIBILITY TO	
OMIM:614376	SHORT RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY|^|SRTD5	
OMIM:608149	KAGAMI OGATA SYNDROME	UNIPARENTAL DISOMY PATERNAL CHROMOSOME 14
OMIM:614374	BLOOD GROUP CHIDO RODGERS SYSTEM	
OMIM:614375	AORTIC ANEURYSM FAMILIAL ABDOMINAL 4|^|AAA4	
OMIM:614378	CRANIOECTODERMAL DYSPLASIA 4|^|CED4	
OMIM:614379	COMPLEMENT COMPONENT 4B DEFICIENCY|^|C4BD	C4B DEFICIENCY
OMIM:605844	DERMATITIS ATOPIC 5|^|ATOD5	
OMIM:210730	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM TYPE III	MOPD III|^|MOPD3|^|OSTEODYSPLASTIC PRIMORDIAL DWARFISM TYPE III|^|MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM CAROLINE CRACHAMI TYPE|^|MOPD CAROLINE CRACHAMI TYPE|^|MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM SICILIAN FAIRY TYPE|^|MOPD SICILIAN FAIRY TYPE
OMIM:602429	GLAUCOMA 1 OPEN ANGLE D|^|GLC1D	GLAUCOMA PRIMARY OPEN ANGLE ADULT ONSET
OMIM:228980	FLECK RETINA FAMILIAL BENIGN|^|FRFB	
OMIM:127600	DYSKERATOSIS HEREDITARY BENIGN INTRAEPITHELIAL|^|HBID	DKBI
OMIM:260565	PEHO SYNDROME	PROGRESSIVE ENCEPHALOPATHY WITH EDEMA HYPSARRHYTHMIA AND OPTIC ATROPHY|^|INFANTILE CEREBELLOOPTIC ATROPHY
OMIM:302800	CHARCOT MARIE TOOTH DISEASE X LINKED DOMINANT 1|^|CMTX1	
OMIM:302801	CHARCOT MARIE TOOTH DISEASE X LINKED RECESSIVE 2|^|CMTX2	
OMIM:302802	CHARCOT MARIE TOOTH DISEASE X LINKED RECESSIVE 3|^|CMTX3	
OMIM:147891	ISCHIOCOXOPODOPATELLAR SYNDROME|^|ICPPS	SMALL PATELLA SYNDROME|^|SPS|^|PATELLA APLASIA COXA VARA AND TARSAL SYNOSTOSIS|^|ISCHIOPATELLAR DYSPLASIA|^|COXOPODOPATELLAR SYNDROME|^|SCOTT TAOR SYNDROME
OMIM:200500	ACHEIROPODY|^|ACHP	ACHEIROPODIA|^|ACHEIROPODY BRAZILIAN TYPE
OMIM:144010	HYPERCHOLESTEROLEMIA AUTOSOMAL DOMINANT TYPE B	APOLIPOPROTEIN B 100 FAMILIAL LIGAND DEFECTIVE|^|HYPERCHOLESTEROLEMIA FAMILIAL DUE TO LIGAND DEFECTIVE APOLIPOPROTEIN B|^|APOLIPOPROTEIN B 100 FAMILIAL DEFECTIVE
OMIM:615973	CONE ROD DYSTROPHY 20|^|CORD20	
OMIM:615972	NANOPHTHALMOS 4|^|NNO4	
OMIM:251800	MICROTIA WITH MEATAL ATRESIA AND CONDUCTIVE DEAFNESS	
OMIM:615974	DEAFNESS AUTOSOMAL RECESSIVE 102|^|DFNB102	
OMIM:601216	DENTAL ANOMALIES AND SHORT STATURE|^|DASS	PLATYSPONDYLY WITH AMELOGENESIS IMPERFECTA|^|TOOTH AGENESIS SELECTIVE 6 FORMERLY|^|STHAG6 FORMERLY
OMIM:615979	MENTAL RETARDATION AUTOSOMAL RECESSIVE 45|^|MRT45	
OMIM:601214	NAXOS DISEASE|^|NXD	CARDIOMYOPATHY ARRHYTHMOGENIC RIGHT VENTRICULAR WITH SKIN HAIR AND NAIL ABNORMALITIES|^|MAL DE NAXOS|^|KERATOSIS PALMOPLANTARIS WITH ARRHYTHMOGENIC CARDIOMYOPATHY|^|WOOLLY HAIR PALMOPLANTAR KERATODERMA AND CARDIAC ABNORMALITIES|^|PALMOPLANTAR KERATODERMA WITH ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY AND WOOLLY HAIR
OMIM:225250	HYPOTHYROIDISM CONGENITAL NONGOITROUS 5|^|CHNG5	
OMIM:300895	OHDO SYNDROME X LINKED|^|OHDOX	BLEPHAROPHIMOSIS MENTAL RETARDATION SYNDROME MAAT KIEVIT BRUNNER TYPE
OMIM:300894	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5|^|NBIA5	
OMIM:300896	CONGENITAL DISORDER OF GLYCOSYLATION TYPE IIm|^|CDG2M	
OMIM:183086	SPINOCEREBELLAR ATAXIA 6|^|SCA6	
OMIM:135150	BIRT HOGG DUBE SYNDROME|^|BHD	HORNSTEIN KNICKENBERG SYNDROME|^|FIBROFOLLICULOMAS WITH TRICHODISCOMAS AND ACROCHORDONS
OMIM:242700	IMMUNE DEFECT DUE TO ABSENCE OF THYMUS	T LYMPHOCYTE DEFICIENCY|^|NEZELOF SYNDROME|^|THYMIC APLASIA
OMIM:171720	ALKALINE PHOSPHATASE PLASMA LEVEL OF QUANTITATIVE TRAIT LOCUS 1	ALPQTL1|^|ALKALINE PHOSPHATASE ELEVATED SERUM|^|HYPERPHOSPHATASEMIA BENIGN FAMILIAL
OMIM:186100	SYNDACTYLY TYPE III	SDTY3|^|RING AND LITTLE FINGER SYNDACTYLY|^|SYNDACTYLY OF FINGERS IV AND V
OMIM:193900	WHITE SPONGE NEVUS 1|^|WSN1	
OMIM:103300	HYPOGLOSSIA HYPODACTYLIA	PEROMELIA WITH MICROGNATHISM|^|OROMANDIBULAR LIMB HYPOPLASIA|^|AGLOSSIA ADACTYLIA
OMIM:604060	DEAFNESS AUTOSOMAL RECESSIVE 20|^|DFNB20	
OMIM:222800	BISPHOSPHOGLYCERATE MUTASE DEFICIENCY	BISPHOSPHOGLYCEROMUTASE DEFICIENCY|^|BPGM DEFICIENCY|^|DIPHOSPHOGLYCERATE MUTASE DEFICIENCY OF ERYTHROCYTE|^|DPGM DEFICIENCY
OMIM:224120	ANEMIA CONGENITAL DYSERYTHROPOIETIC TYPE Ia|^|CDAN1A	
OMIM:153670	BERNARD SOULIER SYNDROME TYPE A2 AUTOSOMAL DOMINANT|^|BSSA2	
OMIM:153300	YELLOW NAIL SYNDROME	YNS|^|LYMPHEDEMA AND YELLOW NAILS
OMIM:610100	GIANT AXONAL NEUROPATHY 2 AUTOSOMAL DOMINANT|^|GAN2	
OMIM:616697	DEAFNESS CONGENITAL UNILATERAL OR ASYMMETRIC|^|DCUA	
OMIM:134200	FACIAL PALSY FAMILIAL RECURRENT PERIPHERAL	
OMIM:307030	GLYCEROL KINASE DEFICIENCY|^|GKD	GK DEFICIENCY|^|GK1 DEFICIENCY|^|HYPERGLYCEROLEMIA
OMIM:190900	TRITANOPIA	COLORBLINDNESS TRITANOPIC|^|BLUE COLORBLINDNESS|^|COLORBLINDNESS TRITAN|^|CBT
OMIM:220400	JERVELL AND LANGE NIELSEN SYNDROME 1|^|JLNS1	DEAFNESS CONGENITAL AND FUNCTIONAL HEART DISEASE|^|PROLONGED QT INTERVAL IN EKG AND SUDDEN DEATH|^|CARDIOAUDITORY SYNDROME OF JERVELL AND LANGE NIELSEN|^|SURDO CARDIAC SYNDROME
OMIM:610048	CORNEAL DYSTROPHY CONGENITAL STROMAL|^|CSCD	
OMIM:185900	CHROMOSOME 2q35 DUPLICATION SYNDROME	SYNDACTYLY TYPE I|^|SDTY1|^|SD1|^|ZYGODACTYLY
OMIM:142340	DIAPHRAGMATIC HERNIA CONGENITAL	DIH|^|HCD|^|CDH|^|DIAPHRAGMATIC DEFECT CONGENITAL|^|DIAPHRAGM UNILATERAL AGENESIS OF|^|HEMIDIAPHRAGM AGENESIS OF
OMIM:115470	CAT EYE SYNDROME|^|CES	SCHMID FRACCARO SYNDROME|^|CHROMOSOME 22 PARTIAL TETRASOMY|^|INV DUP 22 q11
OMIM:616521	MENTAL RETARDATION AUTOSOMAL DOMINANT 39|^|MRD39	
OMIM:168550	PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA|^|PFMCCD	
OMIM:168000	PARAGANGLIOMAS 1|^|PGL1	
OMIM:218030	APPARENT MINERALOCORTICOID EXCESS|^|AME	AME1|^|CORTISOL 11 BETA KETOREDUCTASE DEFICIENCY
OMIM:603218	HUNTINGTON DISEASE LIKE 1|^|HDL1	HUNTINGTON LIKE NEURODEGENERATIVE DISORDER 1|^|HLN1|^|HUNTINGTON LIKE NEURODEGENERATIVE DISORDER AUTOSOMAL DOMINANT|^|PRION DISEASE EARLY ONSET WITH PROMINENT PSYCHIATRIC FEATURES
OMIM:606689	GLAUCOMA 1 OPEN ANGLE B|^|GLC1B	
OMIM:210250	SITOSTEROLEMIA	STSL|^|PHYTOSTEROLEMIA
OMIM:606685	CARDIOMYOPATHY DILATED 1L|^|CMD1L	
OMIM:277300	SPONDYLOCOSTAL DYSOSTOSIS 1 AUTOSOMAL RECESSIVE|^|SCDO1	
OMIM:248700	MARDEN WALKER SYNDROME|^|MWKS	MWS
OMIM:133000	ERYTHEMA PALMARE HEREDITARIUM	
OMIM:225410	EHLERS DANLOS SYNDROME TYPE VII AUTOSOMAL RECESSIVE	EHLERS DANLOS SYNDROME DERMATOSPARAXIS TYPE|^|DERMATOSPARAXIS|^|EDS VIIC|^|EDS7C
OMIM:613463	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5|^|FGQTL5	
OMIM:613462	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 4|^|FGQTL4	
OMIM:613460	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 6|^|FGQTL6	
OMIM:613464	RETINITIS PIGMENTOSA 51|^|RP51	
OMIM:607080	46 XY GONADAL DYSGENESIS PARTIAL WITH MINIFASCICULAR NEUROPATHY	
OMIM:607084	DEAFNESS AUTOSOMAL RECESSIVE 31|^|DFNB31	
OMIM:607085	MYASTHENIA GRAVIS WITH THYMUS HYPERPLASIA	MYAS1
OMIM:151400	LEUKEMIA CHRONIC LYMPHOCYTIC|^|CLL	LEUKEMIA CHRONIC LYMPHATIC
OMIM:607087	AORTIC ANEURYSM FAMILIAL THORACIC 2|^|AAT2	
OMIM:607088	SPINAL MUSCULAR ATROPHY DISTAL AUTOSOMAL RECESSIVE 3|^|DSMA3	NEURONOPATHY DISTAL HEREDITARY MOTOR TYPE IV|^|HMN4|^|DHMN4|^|NEUROPATHY DISTAL HEREDITARY MOTOR TYPE IV|^|HMN IV|^|NEURONOPATHY DISTAL HEREDITARY MOTOR TYPE III|^|HMN3|^|DHMN3|^|HMN III
OMIM:606353	PRIMARY LATERAL SCLEROSIS JUVENILE|^|PLSJ	PLS JUVENILE
OMIM:256600	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A|^|NBIA2A	
OMIM:182900	SPHEROCYTOSIS TYPE 1|^|SPH1	SPHEROCYTOSIS HEREDITARY 1|^|HS1|^|SPH|^|HS
OMIM:221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY|^|PLOSL	NASU HAKOLA DISEASE|^|NHD|^|PRESENILE DEMENTIA WITH BONE CYSTS|^|DEMENTIA PREFRONTAL WITH BONE CYSTS|^|DEMENTIA PROGRESSIVE WITH LIPOMEMBRANOUS POLYCYSTIC OSTEODYSPLASIA|^|BRAIN BONE FAT DISEASE
OMIM:190330	TRICHOMEGALY|^|TCMGLY	EYELASHES LONG
OMIM:609152	HYPERTHYROIDISM NONAUTOIMMUNE	HYPERTHYROIDISM CONGENITAL NONAUTOIMMUNE|^|HYPERTHYROIDISM NONAUTOIMMUNE AUTOSOMAL DOMINANT|^|TOXIC THYROID HYPERPLASIA AUTOSOMAL DOMINANT
OMIM:609153	PSEUDOHYPERKALEMIA FAMILIAL 2 DUE TO RED CELL LEAK|^|PSHK2	PSEUDOHYPERKALEMIA LILLE|^|PSEUDOHYPERKALEMIA FALKIRK|^|PSEUDOHYPERKALEMIA CHISWICK|^|PSEUDOHYPERKALEMIA CARDIFF|^|PSEUDOHYPERKALEMIA EAST LONDON|^|CRYOHYDROCYTOSIS MILD
OMIM:300158	ARTHROGRYPOSIS CONGENITAL LOWER LIMB X LINKED|^|ACLLX	ARTHROGRYPOSIS X LINKED TYPE V FORMERLY|^|AMCX5 FORMERLY
OMIM:225060	CLEFT LIP PALATE ECTODERMAL DYSPLASIA SYNDROME|^|CLPED1	
OMIM:175850	POROKERATOSIS 2 PALMAR PLANTAR AND DISSEMINATED TYPE|^|POROK2	
OMIM:270300	PEELING SKIN SYNDROME 1|^|PSS1	
OMIM:255800	SCHWARTZ JAMPEL SYNDROME TYPE 1|^|SJS1	SCHWARTZ JAMPEL SYNDROME|^|SJS|^|MYOTONIC MYOPATHY DWARFISM CHONDRODYSTROPHY AND OCULAR AND FACIAL ABNORMALITIES|^|SCHWARTZ JAMPEL ABERFELD SYNDROME|^|SJA SYNDROME|^|CHONDRODYSTROPHIC MYOTONIA
OMIM:614167	MYOPIA 21 AUTOSOMAL DOMINANT|^|MYP21	
OMIM:614166	MYOPIA 20 AUTOSOMAL DOMINANT|^|MYP20	
OMIM:614165	PARAGANGLIOMAS 5|^|PGL5	
OMIM:614164	GLUTATHIONE PEROXIDASE DEFICIENCY|^|GPXD	
OMIM:614163	DELAYED SLEEP PHASE SYNDROME SUSCEPTIBILITY TO|^|DSPS	
OMIM:614162	IMMUNODEFICIENCY 31C|^|IMD31C	
OMIM:614160	MUSCLE HYPERTROPHY|^|MSLHP	
OMIM:605309	MACROCEPHALY AUTISM SYNDROME	
OMIM:231670	GLUTARIC ACIDEMIA I	GLUTARIC ACIDURIA I|^|GA I|^|GLUTARYL CoA DEHYDROGENASE DEFICIENCY
OMIM:609376	CATARACT 35|^|CTRCT35	
OMIM:148700	PALMOPLANTAR KERATODERMA I STRIATE FOCAL OR DIFFUSE|^|PPKS1	KERATOSIS PALMOPLANTARIS STRIATA I|^|STRIATE PALMOPLANTAR KERATODERMA I|^|SPPK1|^|KERATODERMA PALMOPLANTAR STRIATE FORM I|^|KPPS1
OMIM:609378	AUTISM SUSCEPTIBILITY TO 6|^|AUTS6	
OMIM:208500	SHORT RIB THORACIC DYSPLASIA 1 WITH OR WITHOUT POLYDACTYLY|^|SRTD1	
OMIM:204300	CEROID LIPOFUSCINOSIS NEURONAL 4A AUTOSOMAL RECESSIVE|^|CLN4A	
OMIM:105400	AMYOTROPHIC LATERAL SCLEROSIS 1|^|ALS1	
OMIM:268700	SACCHAROPINURIA	HYPERLYSINEMIA TYPE II|^|SACCHAROPINE DEHYDROGENASE DEFICIENCY|^|ALPHA AMINOADIPIC SEMIALDEHYDE SYNTHASE DEFICIENCY
OMIM:231900	GLUTATHIONE SYNTHETASE DEFICIENCY OF ERYTHROCYTES HEMOLYTIC ANEMIA DUE TO|^|GSSDE	
OMIM:614782	TREMOR HEREDITARY ESSENTIAL 4|^|ETM4	
OMIM:158320	MUIR TORRE SYNDROME|^|MRTES	CUTANEOUS SEBACEOUS NEOPLASMS AND KERATOACANTHOMAS MULTIPLE WITH GASTROINTESTINAL AND OTHER CARCINOMAS
OMIM:608687	SPINOCEREBELLAR ATAXIA 20|^|SCA20	
OMIM:608681	SPONDYLOCOSTAL DYSOSTOSIS 2 AUTOSOMAL RECESSIVE|^|SCDO2	
OMIM:608688	AICAR TRANSFORMYLASE IMP CYCLOHYDROLASE DEFICIENCY	ATIC DEFICIENCY|^|AICA RIBOSURIA DUE TO ATIC DEFICIENCY
OMIM:615565	RETINITIS PIGMENTOSA 67|^|RP67	
OMIM:171000	PEYRONIE DISEASE	
OMIM:615561	COMPLEMENT FACTOR B DEFICIENCY|^|CFBD	
OMIM:616060	BLOOD GROUP DOMBROCK SYSTEM|^|DO	
OMIM:612030	CORONARY HEART DISEASE SUSCEPTIBILITY TO 9|^|CHDS9	
OMIM:612789	DEAFNESS AUTOSOMAL RECESSIVE 71|^|DFNB71	
OMIM:616067	46 XY SEX REVERSAL 9|^|SRXY9	
OMIM:616069	INFLAMMATORY SKIN AND BOWEL DISEASE NEONATAL 2|^|NISBD2	
OMIM:612781	ISOLATED GROWTH HORMONE DEFICIENCY TYPE IB|^|IGHD1B	IGHD IB|^|DWARFISM OF SINDH
OMIM:612780	SEIZURES SENSORINEURAL DEAFNESS ATAXIA MENTAL RETARDATION AND ELECTROLYTE IMBALANCE|^|SESAMES	SESAME SYNDROME|^|EPILEPSY ATAXIA SENSORINEURAL DEAFNESS AND TUBULOPATHY|^|EAST SYNDROME
OMIM:612783	IMMUNODEFICIENCY 10|^|IMD10	IMMUNE DYSFUNCTION WITH T CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 2|^|STIM1 DEFICIENCY
OMIM:612782	IMMUNODEFICIENCY 9|^|IMD9	IMMUNE DYSFUNCTION WITH T CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 1
OMIM:608358	MYOPATHY MYOSIN STORAGE AUTOSOMAL DOMINANT|^|MSMA	MYOPATHY HYALINE BODY AUTOSOMAL DOMINANT|^|MYOPATHY WITH LYSIS OF TYPE I MYOFIBRILS
OMIM:246450	3 HYDROXY 3 METHYLGLUTARYL CoA LYASE DEFICIENCY|^|HMGCLD	HMG CoA LYASE DEFICIENCY|^|HMGCL DEFICIENCY|^|HL DEFICIENCY|^|HYDROXYMETHYLGLUTARIC ACIDURIA
OMIM:218800	CRIGLER NAJJAR SYNDROME TYPE I	
OMIM:608355	PARKES WEBER SYNDROME	PKWS
OMIM:216340	YUNIS VARON SYNDROME|^|YVS	CLEIDOCRANIAL DYSPLASIA WITH MICROGNATHIA ABSENT THUMBS AND DISTAL APHALANGIA
OMIM:613926	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B REMITTING WITH OR WITHOUT MENTAL RETARDATION|^|MLC2B	
OMIM:613925	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A|^|MLC2A	
OMIM:230500	GM1 GANGLIOSIDOSIS TYPE I	GANGLIOSIDOSIS GENERALIZED GM1 TYPE I|^|GANGLIOSIDOSIS GENERALIZED GM1 INFANTILE FORM|^|GANGLIOSIDOSIS GENERALIZED GM1 TYPE 1|^|BETA GALACTOSIDASE 1 DEFICIENCY|^|GLB1 DEFICIENCY
OMIM:615780	RETINITIS PIGMENTOSA 69|^|RP69	
OMIM:193220	VITREORETINOCHOROIDOPATHY|^|VRCP	VITREORETINOCHOROIDOPATHY AUTOSOMAL DOMINANT|^|ADVIRC|^|VITREORETINOCHOROIDOPATHY WITH MICROCORNEA GLAUCOMA AND CATARACT|^|VITREORETINOCHOROIDOPATHY AUTOSOMAL DOMINANT WITH NANOPHTHALMOS
OMIM:615785	WHITE SPONGE NEVUS 2|^|WSN2	
OMIM:615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES	
OMIM:203330	PSEUDOHYPOPARATHYROIDISM TYPE II|^|PHP2	PHP II
OMIM:616204	SPINOCEREBELLAR ATAXIA AUTOSOMAL RECESSIVE 18|^|SCAR18	
OMIM:612255	INFLAMMATORY BOWEL DISEASE 15|^|IBD15	
OMIM:612254	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 12|^|SLEB12	
OMIM:612253	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 11|^|SLEB11	
OMIM:616201	CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA|^|CAID	
OMIM:612251	SYSTEMIC LUPUS ERYTHEMATOSUS SUSCEPTIBILITY TO 10|^|SLEB10	
OMIM:116100	CATARACT 20 MULTIPLE TYPES|^|CTRCT20	
OMIM:616208	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA|^|ALS22	
OMIM:616209	MYOPATHY ISOLATED MITOCHONDRIAL AUTOSOMAL DOMINANT|^|IMMD	
OMIM:612259	INFLAMMATORY BOWEL DISEASE 16|^|IBD16	
OMIM:140700	HEINZ BODY ANEMIAS	
OMIM:263700	PORPHYRIA CONGENITAL ERYTHROPOIETIC	CEP|^|GUNTHER DISEASE|^|UROPORPHYRINOGEN III SYNTHASE DEFICIENCY|^|UROS DEFICIENCY
OMIM:601539	PEROXISOME BIOGENESIS DISORDER 1B|^|PBD1B	
OMIM:601536	ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME|^|ABDS	NAVAJO BRAINSTEM SYNDROME
OMIM:601537	MICROCEPHALY RETINITIS PIGMENTOSA AND SUTURAL CATARACT	
OMIM:302000	BULLOUS DYSTROPHY HEREDITARY MACULAR TYPE	EPIDERMOLYSIS BULLOSA MACULAR TYPE|^|EBM
OMIM:182280	SMALL CELL CANCER OF THE LUNG	SCLC1|^|SCLC|^|SCCL
OMIM:125595	DERMATOPATHIA PIGMENTOSA RETICULARIS|^|DPR	
OMIM:300719	DEAFNESS CATARACT RETINITIS PIGMENTOSA AND SPERM ABNORMALITIES	
OMIM:215140	GREENBERG DYSPLASIA|^|GRBGD	HYDROPS ECTOPIC CALCIFICATION MOTH EATEN SKELETAL DYSPLASIA|^|HEM SKELETAL DYSPLASIA|^|MOTH EATEN SKELETAL DYSPLASIA|^|CHONDRODYSTROPHY HYDROPIC AND PRENATALLY LETHAL TYPE
OMIM:604213	CHUDLEY MCCULLOUGH SYNDROME|^|CMCS	DEAFNESS SENSORINEURAL WITH PARTIAL AGENESIS OF THE CORPUS CALLOSUM AND ARACHNOID CYSTS|^|DEAFNESS AUTOSOMAL RECESSIVE 82 FORMERLY|^|DFNB82 FORMERLY
OMIM:300712	CRANIOFACIOSKELETAL SYNDROME	
OMIM:300710	ALOPECIA ANDROGENETIC 2|^|AGA2	
OMIM:300711	PYLORIC STENOSIS INFANTILE HYPERTROPHIC 4|^|IHPS4	
OMIM:604218	ENCEPHALOPATHY FAMILIAL WITH NEUROSERPIN INCLUSION BODIES|^|FENIB	ENCEPHALOPATHY FAMILIAL WITH COLLINS BODIES
OMIM:146700	ICHTHYOSIS VULGARIS	ICHTHYOSIS SIMPLEX
OMIM:613251	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 14|^|CMH14	
OMIM:613252	CARDIOMYOPATHY DILATED 1EE|^|CMD1EE	
OMIM:613254	TUBEROUS SCLEROSIS 2|^|TSC2	
OMIM:613255	CARDIOMYOPATHY FAMILIAL HYPERTROPHIC 15|^|CMH15	
OMIM:249270	THIAMINE RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME|^|TRMA	
OMIM:175200	PEUTZ JEGHERS SYNDROME|^|PJS	POLYPOSIS HAMARTOMATOUS INTESTINAL|^|POLYPS AND SPOTS SYNDROME
OMIM:608636	CHROMOSOME 15q11 q13 DUPLICATION SYNDROME	
OMIM:613789	COMPLEMENT COMPONENT 8 DEFICIENCY TYPE II|^|C8D2	C8 DEFICIENCY TYPE II|^|COMPLEMENT COMPONENT 8B DEFICIENCY|^|C8 BETA DEFICIENCY|^|C8B DEFICIENCY
OMIM:178600	PULMONARY HYPERTENSION PRIMARY 1|^|PPH1	
OMIM:613780	AORTIC ANEURYSM FAMILIAL THORACIC 7|^|AAT7	
OMIM:178350	PUBIC BONE DYSPLASIA	
OMIM:608634	NEURONOPATHY DISTAL HEREDITARY MOTOR TYPE IIB|^|HMN2B	HMN IIB|^|NEUROPATHY DISTAL HEREDITARY MOTOR TYPE IIB|^|DHMN2B
OMIM:613784	MACULAR DEGENERATION AGE RELATED 12|^|ARMD12	
OMIM:613074	DEAFNESS AUTOSOMAL DOMINANT 50|^|DFNA50	
OMIM:613075	MACS SYNDROME	MACROCEPHALY ALOPECIA CUTIS LAXA AND SCOLIOSIS|^|TALL FOREHEAD SPARSE HAIR SKIN HYPEREXTENSIBILITY AND SCOLIOSIS
OMIM:613076	MYOPATHY MITOCHONDRIAL PROGRESSIVE WITH CONGENITAL CATARACT HEARING LOSS AND DEVELOPMENTAL DELAY	MYOPATHY WITH CATARACT AND COMBINED RESPIRATORY CHAIN DEFICIENCY|^|MITOCHONDRIAL COMPLEX DEFICIENCY COMBINED
OMIM:613077	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS AUTOSOMAL DOMINANT 5|^|PEOA5	
OMIM:613070	LIVER FAILURE INFANTILE TRANSIENT|^|LFIT	
